the_geom,top_factor_5,city,zip_code,safety_classifier,accidents_per_1000_veh,injuries_per_1000_accidents,deaths_per_1000_accidents,vehicles_involved_per_accident,total_num_accidents,total_num_of_accident_veh,top_factor_1,top_factor_2,top_factor_3,top_factor_4,cartodb_id,top_vehicle_type_1,top_vehicle_type_2,top_vehicle_type_3,top_vehicle_type_4,top_vehicle_type_5,top_street_complaint_1,top_street_complaint_2,top_street_complaint_3,top_complaint_desc_1,top_complaint_desc_2,top_complaint_desc_3,top_complaint_desc_4,top_complaint_desc_5,num_street_complaints,cartodb_georef_status
0106000020E61000000100000001030000000100000084000000270EA0DFF77A52C02936E675C4534440358FC360FE7A52C0D6DB662AC4534440F49CF4BEF17A52C0E5C75F5AD45344408E52094FE87A52C01EBC7669C35344404BC11A67D37A52C0EF6B2409C25344409150FA42C87A52C0357689EAAD534440AA75E272BC7A52C0BCC62E51BD5344400BE6AF90B97A52C04FA8A78FC0534440B4334C6DA97A52C02058552FBF53444030B3CF63947A52C06E29E78BBD534440A13A1DC87A7A52C04B874ECFBB5344401B075E2D777A52C0C7A8328CBB5344404F8C2C99637A52C09F1518B2BA534440DA899290487A52C03FD9942BBC534440D4E6FF55477A52C0F23B4D66BC534440889466F3387A52C07E2C4487C05344406723D74D297A52C0B1D1393FC55344408B5E0D501A7A52C020A98592C9534440050E68E90A7A52C083D21742CE53444003013274EC7952C037BA4A77D7534440283C6876DD7952C047895DDBDB53444054682096CD7952C09E0436E7E05344408BF4A276BF7952C03C7D04FEF0534440665F79909E7952C077EFA83121544440AB1E300F997952C05F9335EA21544440D63043E3897952C02CA704C424544440027AE1CE857952C0BF95ECD80854444027D2FD9C827952C089E6012CF25344406E2D93E1787952C0C98B4CC0AF53444000A43671727952C05DB87361A4534440A94203B16C7952C07344BE4BA9534440355A0EF4507952C08662F20698534440E2A8DC442D7952C02E698CD651534440E72E89B3227952C06393FC885F5344400AB1FA230C7952C00A0742B280534440B6E864A9F57852C066976F7D58534440A61FD4450A7952C05BC64D0D3453444096FC4FFEEE7852C0C3961E4DF55244408C429259BD7852C09009F83592524440110B7C45B77852C060342BDB8752444057C4B0C3987852C0B33176C24B52444027D53E1D8F7852C0282499D53B524440076B63EC847852C08B135FED28524440968C63247B7852C0E12021CA17524440D053E410717852C0E9909BE106524440A3349BC7617852C01E2A8D98D95144406E9F55664A7852C01B54E23AC6514440FCDAFAE93F7852C077CDAB3AAB514440065F984C157852C02457B1F84D5144405F764F1E167852C0E26E10AD15514440154B917C257852C080AD122C0E514440BE9B6ED9217852C016B6662B2F514440B0B96A9E237852C05509168733514440BBE5EAC7267852C0A0D634EF38514440A1073E062B7852C05205A3923A5144407B957CEC2E7852C041CEFBFF385144404AA94BC6317852C088E255D6365144402685798F337852C0C77C40A03351444025512FF8347852C0282158552F514440D0747632387852C0FB389A232B514440305F5E807D7852C04121020EA150444054320054717852C068AA27F38F504440DD8618AF797852C015670C738250444005CF8426897852C0D2601A868F504440CD893DB48F7852C0811DFF0582504440DD8C9AAF927852C0A7C30AB77C5044401E628385937852C0186B7F677B5044404A70EA03C97852C0AA949EE925504440DBD26A48DC7852C0CD9ECBD4245044406D32AA0CE37852C0421669E21D5044400B5A48C0E87852C04E73F22213504440CED90242EB7852C0CBAB3AAB05504440565BB1BFEC7852C098B51490F64F44404AC79C67EC7852C08B82E0F1ED4F4440DBD5ABC8E87852C0C512D6C6D84F444093DBF63DEA7852C073CFBA46CB4F44404AADF71BED7852C084E97B0DC14F4440016553AEF07852C04CEFE2FDB84F4440C3B0C398F47852C0F0EA1C03B24F44403C9AEAC9FC7852C03F9FC893A44F4440162829B0007952C0767C7BD7A04F4440BE61A2410A7952C0CDA623809B4F444080AD122C0E7952C010FE45D0984F44407397C459117952C0BB6F7CED994F44405885CD00177952C0B54AB0389C4F4440696AD95A5F7952C0BA0D6ABFB54F44406B91B41B7D7952C04462821ABE4F4440F40B76C3B67952C03D027FF8F94F4440ECD5C743DF7952C0ED1F0BD1215044406ED74B53047A52C064A71FD4455044407B444C89247A52C091C9A99D61504440E7BE9CD9AE7A52C0CF72A087DA504440627E6E68CA7A52C058F78F85E850444005802A6EDC7A52C0796B60AB04514440F499B33EE57A52C067E90AB61151444022B6BB07E87A52C0E26E10AD1551444040649126DE7A52C01D8A027D225144404D779E78CE7A52C0186F2BBD36514440F9B48AFED07A52C0AD601BF164514440168046E9D27A52C06B94F59B8951444045EA3D95D37A52C0762B4B749651444087D9CBB6D37A52C02E17F19D985144408B62B9A5D57A52C09EAD8383BD514440E91C03B2D77A52C030E6AE25E451444089FA2477D87A52C0D64FFF59F3514440CBB56801DA7A52C0C6D79E59125244401EF64201DB7A52C08E17D2E12152444054DCB8C5FC7A52C08F459A78075244401A498270057B52C01BCEFC6A0E524440C0AC50A4FB7A52C057A2B3CC22524440B10B06D7DC7A52C028A913D044524440C011A452EC7A52C005077B13435244401307D0EFFB7A52C015D68D77475244407798F6CDFD7A52C0E26A64575A5244406C35EB8CEF7A52C03D58C6866E52444009BB287AE07A52C049404CC285524440B54604E3E07A52C02C78D15790524440F8BA0CFFE97A52C0F179C5538F524440F76C1D1CEC7A52C0A25016BEBE5244406F0514EAE97A52C0923655F7C85244400739EFFFE37A52C014E126A3CA524440D1DD7536E47A52C01DF30181CE5244404351A04FE47A52C0F3C308E1D152444011656F29E77A52C04FA4FB390553444093438B6CE77A52C070AAB5300B53444005836BEEE87A52C096DBBDDC27534440691492CCEA7A52C09D23F25D4A534440D1C6116BF17A52C07490D78349534440AA06616EF77A52C0BF8A53AD855344408B82E0F1ED7A52C0DC6FB4E386534440F5EAE3A1EF7A52C0B4334C6DA9534440270EA0DFF77A52C02936E675C4534440,Traffic Control Disregarded: 53: 1.01%,BROOKLYN,11236,Hazardous,0.38,407.04,3.87,2.02,2587,5234,Driver Inattention/Distraction: 409: 7.81%,Failure to Yield Right-of-Way: 165: 3.15%,Fatigued/Drowsy: 89: 1.7%,Prescription Medication: 62: 1.18%,22,PASSENGER VEHICLE: 3271: 62.5%,SPORT UTILITY / STATION WAGON: 988: 18.88%,OTHER: 148: 2.83%,VAN: 147: 2.81%,BUS: 65: 1.24%,STREET CONDITION: 1390: 63.7%,STREET LIGHT CONDITION: 364: 16.68%,STREET SIGN - DAMAGED: 283: 12.97%,Pothole: 845: 38.73%,Street Light Out: 271: 12.42%,Cave-in: 208: 9.53%,Stop: 127: 5.82%,Rough  Pitted or Cracked Roads: 95: 4.35%,2182,true
0106000020E6100000010000000103000000010000003C000000E2FE23D3A17F52C0C701BB9A3C5D444003508C2C997F52C02B42B115345D4440B5476FB88F7F52C0366BF0BE2A5D444030B3CF63947F52C08F65C1C41F5D4440D4FF39CC977F52C0C8DE52CE175D44409D978A8D797F52C0EA8D5A61FA5C4440C4A86BED7D7F52C04F4D49D6E15C4440295437177F7F52C0FA05BB61DB5C4440FF722D5A807F52C0CE85915ED45C44401B3EE944827F52C0BAC96FD1C95C44403D78EDD2867F52C099ED0A7DB05C4440EFDAA50D877F52C07B08AA46AF5C44401B412AC58E7F52C0B4F63E55855C4440495D328E917F52C06E952710765C4440B8347EE1957F52C09FDFF76F5E5C44402283DC45987F52C09905DA1D525C444068FB57569A7F52C0F8BCE2A9475C44401305FA449E7F52C03EC7478B335C444029E27492AD7F52C0AACE6A813D5C44400F04C8D0B17F52C008698D41275C444015C1FF56B27F52C01C3C139A245C44406DF59CF4BE7F52C0AA1919E42E5C44406CDE3829CC7F52C05ECD0182395C4440B06CE690D47F52C02488BA0F405C4440366C5B94D97F52C0C3E3A25A445C4440DEBF7971E27F52C085ADD9CA4B5C44402B2CB81FF07F52C0E4D2F885575C4440ADF36F97FD7F52C0D84125AE635C4440DB60A8C30A8052C0135D177E705C444070C79BFC168052C0A7C30AB77C5C4440B1B96A9E238052C00CA661F8885C4440801E6ADB308052C0B177465B955C4440BC874B8E3B8052C0175A9D9CA15C444068300DC3478052C0ACC090D5AD5C444044D8F0F44A8052C0B5D26BB3B15C44402E4CA60A468052C05BC136E2C95C4440E34A3D0B428052C051E9279CDD5C4440E500C11C3D8052C0275C8FC2F55C444079F99D26338052C047179B560A5D444076F2E9B12D8052C0F3A5B73F175D44402434492C298052C0B8C49107225D4440677407B1338052C0FE3C0D18245D4440B20A9B012E8052C0874677103B5D44400B569C6A2D8052C0A4F78DAF3D5D4440FE3C0D18248052C0A1B2614D655D4440F3C29D0B238052C0336090F4695D4440C60E2A711D8052C0953E74417D5D44404A3B35971B8052C01A0A9FAD835D444082328D26178052C00720B589935D444038B35DA10F8052C0B924CE8AA85D44400D30F31DFC7F52C09B35785F955D4440D83C0E83F97F52C01F7C28D1925D4440C1F7FE06ED7F52C0B999D18F865D4440B15C363AE77F52C04BF6CFD3805D444068C36169E07F52C0A354C2137A5D4440A99509BFD47F52C03781E9B46E5D4440FD06EDD5C77F52C09D5DBEF5615D4440B73D4162BB7F52C0D9722EC5555D444098215514AF7F52C0B47F65A5495D4440E2FE23D3A17F52C0C701BB9A3C5D4440,Failure to Yield Right-of-Way: 78: 2.42%,NEW YORK,10012,Ok,0.13,186.52,0.6,1.94,1662,3219,Driver Inattention/Distraction: 521: 16.19%,Fatigued/Drowsy: 120: 3.73%,Lost Consciousness: 86: 2.67%,Turning Improperly: 84: 2.61%,107,PASSENGER VEHICLE: 1220: 37.9%,TAXI: 597: 18.55%,SPORT UTILITY / STATION WAGON: 429: 13.33%,VAN: 175: 5.44%,LARGE COM VEH(6 OR MORE TIRES): 120: 3.73%,STREET CONDITION: 447: 63.05%,STREET LIGHT CONDITION: 203: 28.63%,STREET SIGN - MISSING: 30: 4.23%,Pothole: 195: 27.5%,Street Light Out: 140: 19.75%,Cave-in: 66: 9.31%,Plate Condition - Noisy: 44: 6.21%,Defective Hardware: 38: 5.36%,709,true
0106000020E61000000100000001030000000100000066000000BC6E1118EB7A52C004888219536C4440ED3D5C72DC7A52C06660E4654D6C444069C020E9D37A52C0019B73F04C6C4440A8DC442DCD7A52C0652C9ACE4E6C4440067AA86DC37A52C09448A297516C444009613596B07A52C02CB308C5566C4440A4677A89B17A52C0356E313F376C44408BBAD6DEA77A52C074C1E09A3B6C4440370CE6AF907A52C0E7853B17466C4440B1F2CB608C7A52C02FCEDF84426C44402397FF907E7A52C05387DC0C376C4440FE722D5A807A52C0CD876709326C44404BC2853C827A52C0F42D73BA2C6C4440BC18CA89767A52C0D83521AD316C4440F23CB83B6B7A52C0A4F44C2F316C444052909F8D5C7A52C05D488787306C4440ACBEBA2A507A52C0A1073E062B6C4440330C1F11537A52C0BD9B6ED9216C44408F2A8A57597A52C0158C4AEA046C4440ABA7565F5D7A52C09DEDD11BEE6B4440FB65F7E4617A52C058A31EA2D16B444000A1F5F0657A52C028E5B512BA6B4440F847DFA4697A52C0D41C2098A36B44401EF12BD6707A52C0885C70067F6B44409C6340F67A7A52C0DC5F3DEE5B6B4440AAB019E0827A52C0D9BDDC27476B44403AC269C18B7A52C0086CCEC1336B44403C47E4BB947A52C0D020054F216B4440B31666A19D7A52C039CD02ED0E6B44403D373465A77A52C0AD5B04C6FA6A4440F255F2B1BB7A52C0AB174339D16A44406200A8E2C67A52C0220ED940BA6A4440D5C4025FD17A52C0F24F70B1A26A4440E041B3EBDE7A52C04E78094E7D6A4440930F41D5E87A52C0BD60376C5B6A444082C13577F47A52C045EC1340316A44405F5628D2FD7A52C098BB96900F6A44406DA301BC057B52C04CB4AB90F26944401C0247020D7B52C08A48145AD6694440E13D0796237B52C0F6E7A221E369444068A85148327B52C0450A65E1EB694440EFDE5163427B52C0409E5DBEF5694440B482A625567B52C0FD976BD1026A4440AD7D01BD707B52C0872650C4226A4440212F6B62817B52C0B46CAD2F126A44403EE08101847B52C0E42494BE106A4440A25A4414937B52C041A852B3076A4440F48079C8947B52C0E9909BE1066A4440F80967B7967B52C0C0FD8007066A444062247B849A7B52C091AD2EA7046A444043BDE0D39C7B52C00912DBDD036A444001D19332A97B52C08CF0F620046A4440164339D1AE7B52C0E43BF889036A444060DC0DA2B57B52C08C2441B8026A4440FAC8AD49B77B52C0AA3DEC85026A4440DBAF027CB77B52C0138C4AEA046A4440B8A5D590B87B52C031C2DB83106A4440DC7BB8E4B87B52C05C0EBBEF186A4440D0CDFE40B97B52C0F0EF332E1C6A4440C9F6216FB97B52C02F0F99F2216A444046E4BB94BA7B52C059F3E32F2D6A4440F121A81ABD7B52C0C2D2C08F6A6A4440084AD1CABD7B52C074C6F7C5A56A4440599D9CA1B87B52C0E79AC937DB6A4440303ECC5EB67B52C01B7A8B87F76A44400E79CBD58F7B52C08C60E3FA776B444086DD770C8F7B52C0A711FA997A6B444022809BC58B7B52C0FC4124438E6B4440AC4F39268B7B52C0F1B0506B9A6B444049404CC2857B52C046E17A14AE6B444051CDACA5807B52C0CB9541B5C16B44401703EB387E7B52C0F1583332C86B44404C10751F807B52C066EDB60BCD6B4440E18DCC237F7B52C00C6E6B0BCF6B44406B5D6A847E7B52C059D76839D06B44402AA226FA7C7B52C0C8E2FE23D36B44406AF294D5747B52C0C41EDAC70A6C44407B5A457F687B52C00295F1EF336C444012F241CF667B52C0FFC4C892396C44405B548B88627B52C07D1AF7E6376C44406AD26D895C7B52C0D21055F8336C44404B1AA375547B52C06FB378B1306C44404591B586527B52C075A4FACE2F6C4440767DE6AC4F7B52C0E64B6F7F2E6C444043A4A65D4C7B52C099E271512D6C44407D6B274A427B52C0B4A679C7296C444006D0EFFB377B52C0D9183BE1256C4440789109F8357B52C0517DE717256C4440F3DF83D72E7B52C0281E17D5226C4440E87C7896207B52C0E171512D226C444015FA60191B7B52C0B48993FB1D6C444000D6AA5D137B52C031130CE71A6C44409FE062450D7B52C0C09FE1CD1A6C4440744D486B0C7B52C02A86AB03206C4440FF1CE6CB0B7B52C0C8E1934E246C4440758192020B7B52C043334FAE296C444029FEEF880A7B52C0E2C281902C6C4440C452245F097B52C0568B4F01306C4440E3B9BE0F077B52C09AFF571D396C4440ACBF2500FF7A52C074AA7CCF486C4440538B8862F27A52C076B471C45A6C4440BC6E1118EB7A52C004888219536C4440,Other Vehicular: 71: 2.83%,BRONX,10452,Ok,0.12,300.39,2.32,1.94,1295,2513,Driver Inattention/Distraction: 509: 20.25%,Failure to Yield Right-of-Way: 101: 4.02%,Backing Unsafely: 100: 3.98%,Fatigued/Drowsy: 90: 3.58%,35,PASSENGER VEHICLE: 1028: 40.91%,SPORT UTILITY / STATION WAGON: 585: 23.28%,LIVERY VEHICLE: 280: 11.14%,VAN: 109: 4.34%,LARGE COM VEH(6 OR MORE TIRES): 80: 3.18%,STREET CONDITION: 434: 48.44%,STREET LIGHT CONDITION: 393: 43.86%,STREET SIGN - DAMAGED: 28: 3.13%,Street Light Out: 285: 31.81%,Pothole: 246: 27.46%,Failed Street Repair: 51: 5.69%,Cave-in: 41: 4.58%,Defective Hardware: 37: 4.13%,896,true
0106000020E61000000100000001030000000100000045000000A1B3CC22147352C0FD98D6A6B15744406DA301BC057352C07682FDD7B9574440090F9A5DF77252C01DF0C000C2574440D5FECEF6E87252C0C75D8429CA574440BF07AF5DDA7252C04047AB5AD257444048EEB089CC7252C0C160FE0A995744408D76DCF0BB7252C0C9A2B08BA257444023287E8CB97252C07E8461C0925744407C59DAA9B97252C01AB96E4A79574440345F251FBB7252C0C7586DFE5F574440CF99B4A9BA7252C0ECCA2E185C574440245CC823B87252C0E56B96CB46574440F08288D4B47252C08CE6C8CA2F574440FD98D6A6B17252C03FDB6AD619574440EDAF1EF7AD7252C0EC461FF3015744408361C092AB7252C07CEA58A5F4564440FD47A643A77252C0463B6EF8DD56444088997D1EA37252C0381F9E25C8564440C9BC55D7A17252C04D8E0244C156444067E4F38AA77252C0457C2766BD5644403D062B4EB57252C0F09C2D20B4564440A79F3715A97252C02F2B14E97E564440C80391459A7252C02B27A1F485564440BE2500FF947252C0D6648D7A88564440FE5BC98E8D7252C0CD18E6046D5644401E48DE39947252C00FAB3FC2305644405D64027E8D7252C0283BFDA02E5644403ABF28417F7252C03785950A2A564440F55D11FC6F7252C0C1F0113125564440936B0A64767252C0FCF50A0BEE55444089C404357C7252C0E68D93C2BC5544401C588E90817252C046567E198C554440A94885B1857252C0E250BF0B5B554440FFFAE8D4957252C0220C03965C554440FEC9DFBDA37252C0165E49F25C554440E0968FA4A47252C0E0B4E0455F55444073AF93FAB27252C0D98F149161554440D16C1E87C17252C0194B581B635544402F0DC347C47252C084014BAE62554440AC4B8DD0CF7252C01BB3EC4960554440762D211FF47252C069847EA65E5544400912DBDD037352C056198D7C5E554440CBAE7B2B127352C0AE777FBC575544407DFD101B2C7352C0D51D8B6D5255444087122D793C7352C01962BCE6555544404B1762F5477352C06D88F19A5755444026BF45274B7352C0905ED4EE57554440B9A0BE654E7352C0B434B74258554440019B73F04C7352C04A033FAA61554440BCA4315A477352C0675C38109255444093F77134477352C0F7BEB854A555444069300DC3477352C0748E01D9EB55444033D593F9477352C04D22C2BF085644404E04711E4E7352C0EC93A300515644405142B0AA5E7352C077793A5794564440A04ACD1E687352C06D0F4240BE5644407B293C68767352C0D98AFD65F7564440B8FAB1497E7352C0FF5371E316574440C1BE9D44847352C016821C9430574440730AF2B3917352C028B2D6506A5744400CC00644887352C0A10392B06F574440D2D85E0B7A7352C0D9FD2AC0775744409EC893A46B7352C052E751F17F574440993C65355D7352C0CBD07822885744404EEACBD24E7352C043BA9F53905744402B5F97E13F7352C03F82E2C798574440211631EC307352C0DB41EC4CA1574440ED056685227352C084AFAF75A9574440A1B3CC22147352C0FD98D6A6B1574440,Physical Disability: 8: 0.93%,JAMAICA,11436,Ok,0.11,377.05,0,2.01,427,857,Driver Inattention/Distraction: 100: 11.67%,Failure to Yield Right-of-Way: 28: 3.27%,Other Vehicular: 21: 2.45%,Driver Inexperience: 10: 1.17%,44,PASSENGER VEHICLE: 475: 55.43%,SPORT UTILITY / STATION WAGON: 209: 24.39%,VAN: 19: 2.22%,BICYCLE: 14: 1.63%,PICK-UP TRUCK: 13: 1.52%,STREET LIGHT CONDITION: 332: 56.95%,STREET CONDITION: 207: 35.51%,STREET SIGN - DAMAGED: 19: 3.26%,Street Light Out: 283: 48.54%,Pothole: 113: 19.38%,Rough  Pitted or Cracked Roads: 27: 4.63%,Street Light Cycling: 22: 3.77%,Failed Street Repair: 18: 3.09%,583,true
0106000020E6100000010000000103000000010000008900000013AE47E17A8952C0B0DCD26A48484440434DF4F9288952C0BB92E4B9BE47444054336B29208952C0019D499BAA47444054D97745F08852C0B67878CF8147444096530262128952C08BB800344A474440594A9693508952C01F6118B0E44644405C68AED3488952C09A1A683EE746444019C05B20418952C0CDF3A78DEA4644407473F1B73D8952C048F4328AE54644402DAA4544318952C06C83DA6FED464440613255302A8952C0FA22A12DE7464440949D7E50178952C00D7BA180ED464440A17C410B098952C0E2175E49F2464440CDF9298E038952C00BC85EEFFE46444070A774B0FE8852C0AFAC34290547444085C8E9EBF98852C02D02637D0347444054DCB8C5FC8852C0F21ABB44F5464440ADF36F97FD8852C0311D3A3DEF4644401873D712F28852C061F20698F9464440A55D4C33DD8852C09D996038D74644406A28B517D18852C0E9EBF99AE5464440796F0C01C08852C05BC136E2C94644407400C45DBD8852C0BC654E97C5464440C04CDBBFB28852C0A2FFE55AB4464440C0FBAA5CA88852C0F90CA837A34644409313ED2AA48852C0FC101B2C9C464440915A28999C8852C0D3601A868F4644401916A3AEB58852C07C772B4B74464440CD1ABCAFCA8852C0EE4C6892584644409D38807EDF8852C037D6C56D3446444090D10149D88852C01B08C90226464440A239B2F2CB8852C0C8737D1F0E464440C456D0B4C48852C0AFFA230C03464440E1E7BF07AF8852C06B35EB8CEF45444016467A51BB8852C0CBECF318E54544403FF67AF7C78852C0D5497D59DA4544409AFD8172DB8852C0DB989EB0C4454440C072840CE48852C088213999B84544402A1213D4F08852C0F68A6EBDA645444029C76471FF8852C0DDDDCA129D454440F21ABB44F58852C069F816D68D454440FECEF6E80D8952C004103E9468454440D5C05609168952C02E28D3687245444043F98216128952C059B6D617094544409940118B188952C0EF9BC24A0545444006793D98148952C0606D8C9DF0444440C9C4AD82188952C02822C32ADE4444402E8A1EF8188952C07DC7F0D8CF4444405160014C198952C052AF5B04C6444440A7AAD0402C8952C0FD7E315BB24444409F51BAF42F8952C0EC478AC8B04444400E971C774A8952C05F5111A79344444068847EA65E8952C0BB3E73D6A74444406A09F9A0678952C051D32EA699444440FDB627486C8952C09B4F1DAB94444440436CB070928952C06CDBF7A8BF44444040041C42958952C0998F6B43C544444041075DC2A18952C00A03965CC544444023EEB1F4A18952C0E72CB308C54444402D1A321EA58952C0203EB0E3BF4444407DC16ED8B68952C06203E962D34444404A051555BF8952C090D442C9E44444409BF7FF71C28952C075A8A624EB4444401C882CD2C48952C018C1C6F5EF4444403504C765DC8952C0AD7E6C921F4544401DA8531EDD8952C07DC6850321454440AAE63922DF8952C069BFB51325454440256F8099EF8952C05122895E46454440D9A7E331038A52C0014015376E454440CDDF8442048A52C08AA71E6970454440BA404981058A52C035E50AEF72454440A48636001B8A52C03CB2B96A9E454440FB4FFEEE1D8A52C08D3C1059A445444083B70721208A52C0DEFAB0DEA845444051B4722F308A52C02666BD18CA454440D62E6D382C8A52C07133DC80CF454440DE0CFE7E318A52C0BFA6CEA3E2454440A4DAA7E3318A52C0BF72840CE44544408F9C4CDC2A8A52C0339F73B7EB4544401804560E2D8A52C0E80B21E7FD454440C1BF081A338A52C0DE9BA6CF0E46444098D4D006608A52C068C36169E0454440E5577380608A52C0D1C6116BF14544408939083A5A8A52C08937328FFC4544407CA5F3E1598A52C02E849CF7FF454440ED181EFB598A52C0272B86AB03464440387B67B4558A52C0A8A10DC00646444061D7F6764B8A52C0446117450F4644403287A4164A8A52C050DB865110464440594A9693508A52C0F62004E44B46444022BE13B35E8A52C0623F8BA548464440FDB3E6C75F8A52C0B0DCD26A4846444015DC0F78608A52C0D69FC4E74E46444076B7B244678A52C009D6389B8E464440D471FC50698A52C08310902FA146444034971B0C758A52C010A96917D3464440C5C210397D8A52C087BB7A1519474440E2A7716F7E8A52C0746D6FB7244744401A0A9FAD838A52C0A8BA4736574744405CDF8783848A52C09DC552245F4744407E4DD6A8878A52C08C942D9276474440288BC22E8A8A52C08611C2A38D4744403F31B2648E8A52C06E0C01C0B14744405F31EA5A7B8A52C04632AB77B8474440D45757056A8A52C00AB5A679C747444028C93A1C5D8A52C08136397CD24744407950508A568A52C018A19FA9D74744402892AF04528A52C09B1727BEDA474440F5ECB94C4D8A52C08D01D9EBDD474440BB1FB75F3E8A52C0C4FB71FBE5474440633909A52F8A52C0F638D384ED474440239529E6208A52C075DF313CF6474440DDFFC709138A52C02E849CF7FF474440442DCDAD108A52C0B12E6EA3014844409DC6BDF90D8A52C05C6C5A2904484440ABC266800B8A52C03DEB1A2D074844408920CEC3098A52C02A1895D4094844405FA75835088A52C0F82B64AE0C48444020037976F98952C0E32A16BF29484440CD8B135FED8952C0B29597FC4F484440384206F2EC8952C0D43730B951484440578FFB56EB8952C0AE912408574844400A40A374E98952C0C41D6FF25B484440FEDFD8B3E78952C0BCC458A65F48444060360186E58952C0374A5E9D634844400D2A711DE38952C0BD7D1D3867484440EBA17DACE08952C0107008556A48444034D07CCEDD8952C0F0EEC8586D4844408C96033DD48952C0549DD5027B484440866EF607CA8952C02D14B01D8C48444056B3CEF8BE8952C0597D7555A048444067B3EA73B58952C0FDE6C589AF4844402729B000A68952C0B9D05CA791484440E115889E948952C042E1B37570484440154D6727838952C03E52448655484440B4BFB33D7A8952C0B565C0594A48444013AE47E17A8952C0B0DCD26A48484440,Traffic Control Disregarded: 19: 1.57%,STATEN ISLAND,10308,Ok,0.05,290.38,0,1.97,613,1210,Driver Inattention/Distraction: 119: 9.83%,Fatigued/Drowsy: 57: 4.71%,Failure to Yield Right-of-Way: 38: 3.14%,Backing Unsafely: 27: 2.23%,71,PASSENGER VEHICLE: 777: 64.21%,SPORT UTILITY / STATION WAGON: 280: 23.14%,OTHER: 38: 3.14%,PICK-UP TRUCK: 21: 1.74%,VAN: 8: 0.66%,STREET CONDITION: 862: 53.57%,STREET LIGHT CONDITION: 648: 40.27%,STREET SIGN - DAMAGED: 50: 3.11%,Street Light Out: 520: 32.32%,Pothole: 502: 31.2%,Rough  Pitted or Cracked Roads: 88: 5.47%,Cave-in: 78: 4.85%,Failed Street Repair: 73: 4.54%,1609,true
